((22.89876308843879, 36.19484877951042), (22.89887819232714, 36.19489716779494), (22.89919980490297, 36.19491590249798), (22.899601186226196, 36.19479788928918), (22.8998327900001, 36.194286156994885), (22.900119588558102, 36.19398678652177), (22.900105879293864, 36.193853687642594), (22.89990147803098, 36.19380447984767), (22.899693172052608, 36.19393103049038), (22.89945751857146, 36.19445399419771), (22.89938759118989, 36.19450744188147), (22.898783861552115, 36.194779103533115), (22.89876308843879, 36.19484877951042))
((22.89770654145363, 36.24896327428195), (22.897764078243597, 36.24925679290802), (22.898011633768014, 36.24943712053821), (22.898435772215024, 36.24947032591801), (22.898939780445186, 36.249292411784516), (22.89928798898948, 36.24911306200067), (22.899535481495235, 36.2489012320814), (22.899685753495458, 36.24862990971037), (22.899764101270513, 36.24832862677214), (22.89962031653663, 36.24806586828587), (22.899277691809928, 36.24803792475414), (22.8989477017349, 36.248156590803724), (22.898614843354313, 36.24840820123301), (22.89824446064665, 36.24860537492304), (22.897731726262062, 36.24876292194413), (22.89770654145363, 36.24896327428195))
